ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2,2024.26107813,23.1098875575,2038.30317187,2020.87103906,7.06454679294,1.18995782129,0.511886613395,4.66270422888,-24.8138750242,2058.16378125,2065.90547656,0.115593969585,-13.39866309,9.76095777648,-1.24228717765,0.364821914084,-17.6241945793,10.3230616242,-40.469478154,4.24659257962,2107.46883594,2154.37103125,80.4863417538,-52.7116924065,-6.69392517823,30.3455814272,8.22722179004,1.28908069344,0.159705344137,8.6723840219,41.6392673956,24.9316791241,-50.7389015289,87.385148621,17.677908055,2079.331375,31.5480584833,23.1100044616,-44.2614532758,-3.04541499395,19.0027501903,-31.7247558788,-15.3228497265,-27.1390347967,8.56950329062,40.7300371951,-152.059573362,-0.500923432147,-16.9495404033,-28.6626323367,-47.0048901337,-23.5640025401,48.426479914,8.38993198478,31.172230743,26.7572901061,62.0526435109,-14.1852912345,9.27500826339,5.40461617682,-9.25954755022,12.8759923223,19.0294910838,19.0006018514
ukbench00009.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2059.26975,-272.183135678,2301.74325781,2338.82208594,-263.108245642,-109.960932914,-21.71573325,-32.6578718993,-329.139125835,2384.17830469,2488.83129688,-345.324279375,-27.5571092038,-38.3401528732,-32.3048914538,-0.531853645938,-64.9183190079,1.2452738415,-16.8765468,-331.565369656,2349.36525,2108.06121875,-363.436386549,-92.4142432522,8.27756183259,-12.9873142403,1.62786062175,-9.66720062716,0.139976356724,8.3030289317,30.2514903659,8.16546471109,-32.2306161782,-56.940935201,-368.062511822,1822.14171875,-240.632156853,17.7175160303,57.394139114,-33.4550779732,82.1792018979,57.5699711701,-8.9189105519,43.7258039017,54.4290390409,-29.003831265,43.62817904,58.5521457164,-30.596071349,-110.08846953,-36.0506459961,31.7321966038,-27.9348191095,-26.7291189538,-19.0825757239,20.0322288501,-8.98605438383,52.8186999916,64.2425855598,50.9177212148,16.755793149,55.8577242869,-115.829098137,11.3748820802
1,2042.20196875,-4.92285875898,1950.82346875,1909.59180469,13.5958963396,0.387324466424,-0.510278198111,67.8424492911,30.0574187172,1918.112375,1977.67109375,14.3450187735,90.8601094742,-41.0249349857,0.419236981439,-1.14532937839,-34.7377696743,-1.83431304092,92.2183021657,-15.3439938568,1939.19864062,2010.07285938,-59.4565576243,56.9642322966,13.8769718858,-36.6706073908,39.2721217817,-0.160435047032,0.130146812193,9.061544076,-72.19008491,-28.549469436,81.3033599273,16.1303105323,-79.1349201099,1979.79378906,-42.0784789851,-132.400736918,59.918355542,52.2608921781,-38.2831060279,-4.3298030756,-29.3186125626,14.4466495021,-15.4977566436,-2.1669776106,47.0267441527,-70.7442186495,-37.3952873192,-7.50166095419,25.0154049864,1.07357481662,-39.2522403209,-34.2839126422,-37.1736390318,-28.1539282018,34.8610877679,51.5366988245,-13.7031357006,9.07427085039,-22.668729034,2.34354697165,-38.5783376932,41.761285981
2,2035.65934375,3.45668537278,2055.50078125,2049.75261719,-10.0709925634,-1.14772369694,-0.364919119985,-6.8027174407,-38.5360002879,2041.72521875,2071.8903125,-16.4005542301,-26.79435112,21.7457014824,-1.24228717765,-0.819068089529,-4.91788346898,8.72684389319,-8.15732267108,-9.31552304161,2171.13154687,2022.61935937,73.1722853379,-43.7345524269,-12.60912444,11.2469255781,-24.1009044984,0.475402721128,-0.0913852304212,5.67024033549,37.0905224415,-0.640738180646,-46.4280999601,-6.53534765048,25.9753832089,2188.60632031,5.90315758855,93.9134142443,-60.6862180844,-27.8715639552,50.6869757201,25.3805027282,21.97231707,16.1395558286,35.9064751209,-2.72202951886,-61.0695754678,48.0165186611,-15.9459931518,27.4470279466,-42.8136804164,-26.1749127908,13.6719280435,2.31643257548,11.4346143788,-3.3324324625,-49.5963093562,-98.7874632443,27.4777391846,-20.0197334485,1.12381332408,-11.6788258119,131.044807424,-41.0606668504
ukbench00010.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2046.55571875,-157.941249139,2172.49702344,2216.84841406,-157.786248457,-109.159426357,-15.7666853339,-12.101528871,-214.735281329,2360.74107813,2390.803375,-224.465802827,-28.3892343955,-93.6505053221,-29.8757697381,-5.42476255305,-69.0211182805,33.1648456245,-41.7103096365,-237.02334399,2108.44446094,1981.14770312,-254.235015192,-85.5742548802,-1.87835594537,60.4669492379,60.4586291573,-8.45582127166,-0.510039848758,1.98900568756,49.2898752942,-10.2484521331,-4.39420520613,57.7818845042,-135.794945483,1821.65892969,-149.856934571,-66.0903397998,48.6907208394,-12.4176679126,15.9118255081,31.8717615399,-47.6911523814,19.2629424702,-28.874478577,-2.23683053939,-6.46769028092,-17.6468484109,-99.1915582854,-22.4171221413,44.6593837949,59.9943543784,-6.06739806963,-27.3320886378,0.387783001194,5.38885654501,-59.7189773182,-2.47158679247,-31.6363645805,35.8100851545,-46.0787513148,-48.2135947045,-12.6411709539,29.3301364553
1,2041.60907812,-0.473883275232,1916.36642188,1912.57807031,35.9030264121,1.22008048926,-2.6747250599,68.6008653628,99.0457263713,1955.43571875,1946.01490625,4.111646161,70.391781248,-76.3830890745,0.419236981439,0.406838593803,-1.52271025911,-33.8903507144,76.9492090868,-22.4705823705,1981.09953906,1909.82478906,-71.7458812163,73.0645294326,45.0529578987,-72.0589705465,14.9923474934,-1.39623699867,0.578977655188,-41.0878271803,-59.8279468711,15.7304963281,84.6906201377,-46.4638183061,-108.269546289,2011.79897656,-41.7989829933,-90.2532104672,37.4636273702,28.1996394046,-7.22082509094,22.2161368025,27.6047907516,12.1814000929,-46.2106886466,-22.1301139778,36.683235876,1.05667537527,-12.409181629,24.902930723,26.8017169195,-11.7028964792,-19.9609622452,-44.5498335174,-1.25525168859,0.0438158773944,-4.83702791431,-4.88292035321,6.8517323057,30.2389915604,17.9966253029,-11.1671732366,27.8054642162,-0.268190707167
2,2037.41620312,2.20485061657,2039.51848437,2035.98344531,-18.9105783605,-1.73246027058,-0.312211603728,-3.44057345736,-51.8792135434,2071.35515625,2084.51028125,-13.60553945,-17.3427914412,0.546205914539,-1.24228717765,0.433088629029,-30.2792404481,7.66828940485,-46.5897377556,-3.49266916165,2157.67578906,2130.24619531,107.600477214,-51.5677986635,-28.1748235551,60.4439130247,28.7398451899,-0.408365706246,-0.517397370707,31.444590534,53.9762609442,-1.38400684456,-48.9274033135,37.8102616431,-6.71886522515,2096.22835156,36.6003351707,64.9659159513,-95.7474076862,-13.9787497631,10.8358550165,-13.2438487919,-45.0359594643,0.104854706926,20.3588040494,17.5086987963,-108.700128045,10.013307278,-10.7582149332,-33.1176648601,-25.4925197627,-22.9632251484,20.9553818996,22.9787645269,10.1727179567,22.4094690251,59.0416544802,28.3856582065,43.3083315052,-82.9359633487,18.7728691025,8.4276612959,-6.21934777701,9.30789197309
ukbench00011.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2170.52524219,-166.746826391,2157.14638281,1974.74241406,-126.169494592,-91.4767625307,-43.9060406536,20.2373776756,-173.280402911,2250.78408594,2212.67128906,-184.934905105,61.3633758356,-81.137390336,-17.7665937317,-5.18499601403,-64.5114232495,23.9130206649,-18.584355969,-239.940136157,1797.02958594,1747.20571875,-186.878813674,-64.2298117459,18.7996719878,92.511945804,39.7560809195,-5.38148580734,-2.62289896257,40.0944553348,55.8064111082,-36.0967570922,70.9019237328,188.545492882,47.4262675231,1736.18528906,-92.220500409,-68.6285708318,79.8032916864,45.4888918648,-26.9278033938,93.2660376073,-17.3899100293,32.1339471003,-32.3300353476,22.8866205251,-20.5675320803,-12.6553222182,-13.1424031062,-24.2843157037,175.607328506,91.7738180833,15.4607408794,-30.4457361164,17.6835038456,111.421725859,-54.9722845047,25.7693078734,12.3724643291,60.1160866367,-8.31263403645,-37.7347072873,-39.6914710764,-17.3632676371
1,2067.21441406,-5.03268557841,1958.93655469,1947.23142969,51.5808551662,4.94842664389,-22.5058923978,66.5680132938,69.1958095004,1984.20379688,1930.85257031,-4.03283374198,73.9729040052,-46.4549946301,13.059439132,3.20594502067,-46.1896678306,-14.1384188832,99.2318824577,-55.2418471116,2027.00691406,1900.10753125,-117.053397985,67.4322339917,101.959199899,-37.2749295722,-21.2506678058,-13.4958565818,12.6963310634,-22.9255580724,-35.0258964332,55.1878391649,88.3285793109,-148.842972659,-128.698218635,1982.81079688,-39.3813317169,-85.5305619,-3.16343970487,27.7250215991,0.607320356102,-40.7170474418,11.5720698923,-16.7660402336,-36.9690982905,-17.3491170865,37.1101847407,-12.7103220496,-9.26999850384,-10.2065989277,-29.1537916175,-16.4904307746,-7.08104832806,-36.5472270788,7.96649365217,-14.3528814567,4.16816414303,-3.65745458297,-2.68236694666,5.75397569479,-15.1182891925,-6.35868511098,-14.1194069534,-3.02788954525
2,2003.36425781,11.6230195375,2006.85880469,2007.10186719,-33.8202316226,-0.541519427396,8.49336567616,-24.0057600002,-32.2810089845,2050.07242188,2139.27994531,-13.9967172954,-27.3474956675,-0.50731277782,-5.64607639535,1.46745960986,11.6208193372,-7.58804667457,-73.0380024894,55.551000301,2097.90632031,2144.27975,125.88164294,-54.486988619,-57.7606027449,54.7872797461,35.4478567873,5.89823833365,-6.04632476044,22.5315779239,52.1934296569,-34.8051547408,-83.2782511442,141.88300337,-6.57572073503,2100.94245312,34.0215620247,33.7972346078,-52.7794129513,-47.3637081553,-14.1993967564,11.0600823152,-15.8837250835,18.1684738994,6.70577918575,-3.82899807001,-111.70483468,-42.9891404321,-28.0210039324,-36.8691994023,42.8996159874,-52.7683437452,17.272271156,14.4013611422,17.6645410938,-38.7846226324,46.3762682921,-15.2557072701,6.32205878184,11.7953363893,-4.95894173136,27.1163366639,21.5168892018,9.09892143231
ukbench00012.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1460.62992969,49.4749350404,1802.45732031,2015.17280469,-4.89565963084,88.841660205,-20.1986550237,202.103018401,-140.948794056,2019.53226562,1935.30971875,-195.548187104,26.7748474283,-81.6346913842,24.0713787636,-35.0601234169,-3.20157510716,-37.2979046683,-52.6850238323,-85.9898074263,2082.23535156,2119.837875,-125.353937016,-109.561676938,-94.4933817595,56.6288399208,-9.80806618981,0.800332863495,-19.269759641,-4.93323054223,88.9389230819,-74.7063949081,2.03462222728,-125.076948807,-229.966011229,2203.73625,-172.510481636,-120.443623413,-31.9839683655,38.1140609234,14.4567317676,11.4567424837,2.93287597312,-37.1869779937,80.5671380859,54.0494375786,45.1840404537,85.5312798983,46.3625092649,237.85853434,57.1596395698,65.7926336194,10.6664581304,47.4628288109,25.7566067442,-50.8640629548,87.7444541758,-19.7281024184,45.6328705596,-85.1020190648,22.2730308036,-38.2687841995,8.09175281027,6.82474970687
1,1982.24169531,10.1929956533,1974.30113281,1950.66382812,6.73091111634,16.8275011713,-4.51967484724,44.1721414812,-19.8157707306,1898.57472656,1824.24922656,-43.0658121873,22.6101402182,-5.78385830888,6.43647814565,-5.19606630155,1.84800699982,-10.7162174069,11.4018887762,-9.9345711219,1895.09965625,1881.32636719,-20.6360172119,-6.22808147854,-26.7646069871,12.1810081117,-3.63511075985,0.920866778524,-1.65306721897,-4.5816547332,22.091006243,-25.5825653919,-0.199144067988,-24.0740120882,-17.3118989734,1998.47182031,-62.5205035365,-15.7723243649,8.29664899259,7.44461354184,4.72036519136,-2.65056424984,7.01848993244,-9.12416532295,17.5222062105,6.40794236424,9.67329810644,-8.35868933516,-27.9264165429,78.3711708474,32.2055263783,10.1567978643,-1.66436489352,8.82730327071,0.568797856568,-18.0289491791,8.83073064183,40.8321296718,-20.7501075227,-37.7186734017,-5.00772419076,-14.9356067769,-14.811615941,28.3491618973
2,2164.13182031,-33.831449721,2106.47741406,2225.72210937,15.8815804167,-23.3690844849,7.66307847976,-35.72677798,99.222537712,2293.96885156,2696.25978906,79.4376330827,6.21733310749,-15.7504393869,-5.15609559016,4.42551287333,3.22180499023,-4.63163112421,15.6651223941,1.2846608772,2486.31509375,2357.37996094,15.6598253708,-12.5849299952,40.5609970321,-41.3135865258,9.35836109218,-2.40566796991,3.13785896111,2.40137257858,-50.9498054329,30.5777555194,-32.1940579206,25.3277740302,178.092621756,2199.68263281,105.841610167,119.724199109,-26.6370121619,-46.41389802,-6.76251674459,-1.76101314513,-6.2719880802,12.823073763,-23.4501268092,-33.750674775,-35.6222829178,-112.913050328,27.6518390518,-166.098900539,-31.0677363246,-30.6014257851,2.72591462658,-17.6990504976,-6.24657970765,42.3546282936,-39.2919485121,-16.6201195229,2.77415380634,83.4188323423,1.50864396534,30.9927320691,29.0552059115,-51.5876674122
ukbench00013.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1733.91634375,-226.619000051,1942.65364062,1865.63952344,-181.82292659,219.752497085,-13.7322011684,235.324360796,-242.278746767,1773.79225781,2092.22700781,-152.856672571,115.678424409,-97.5684001114,18.8038365156,16.4916177985,37.4606500634,71.8362814197,41.4986548484,-100.112827356,2159.02790625,2385.86215625,-129.779769992,-39.9166737921,22.038441465,117.018057131,57.4598871861,-31.2902596497,13.1162864565,-17.5857278408,-59.1869358257,-21.7345455314,17.8047105415,-76.6578938532,-311.062448,2715.31375781,-160.294848175,-51.8015404225,79.6308270219,-136.541960369,-43.0500226938,46.9376647358,45.5963517214,65.3825013894,39.3989365848,-17.2318972438,5.19842808441,30.7277356299,-174.466182523,-48.8968151003,28.8640656624,-122.391180859,0.849191087175,-11.0913498913,2.5513033721,-31.691330452,-53.7470463092,-8.77524487297,-20.8059017882,-26.4153138958,75.4260261265,19.4412560092,-60.3155582371,29.9747158275
1,1997.00942969,-21.507633659,1957.82214062,1876.36116406,-21.5002893606,32.8844485866,-1.04705237773,39.0884613204,-52.9957286308,1813.37692969,1836.78520312,-41.8837531174,29.4720152121,-13.266069405,8.07486665475,2.56536470062,11.3271103822,24.0035147527,12.9348863161,-14.9933353651,1873.57714063,1941.92710937,-25.2603365754,5.16540317676,-3.00910819833,26.3979037048,6.75038166147,-4.84762278074,-0.301203541406,-5.39209878642,-5.33105148975,-3.5789381089,0.190146522012,-6.95491752979,-21.0311972045,2063.07903906,-4.71640079222,-18.2940073332,-1.94295184425,-24.9432027549,-10.9147384574,7.40646184029,9.65411383405,13.05306474,2.196323759,-5.39087015577,-15.6197346799,-10.0907138221,-62.6279050635,-20.4887284709,33.1148049319,-20.1088322467,-14.3331777215,-10.8212954513,-22.7506393716,4.59576913274,-31.6056032248,1.55987203503,-1.41105798747,-18.6664211606,22.6864294404,24.8903897696,-24.2543433104,-4.25417550059
2,2132.67252344,34.568596751,2194.67004687,2288.44882031,60.3152408482,-38.4162132864,-8.33629552179,-26.5398829143,110.445675064,2639.91236719,2573.00885938,180.262098766,-50.0246482253,-13.5207582896,-1.31314701111,-2.69200330483,-35.3041732546,-70.6278695005,-43.6544126868,6.01597904756,2456.60626562,2350.01564062,67.787100792,26.6412746367,2.00101148886,-27.7750715009,-18.3623154832,6.86066017595,5.73352673161,-0.29430756786,26.5916358568,14.0842799259,66.814685321,-13.1885971037,209.507943565,2146.00460156,100.923927312,72.3249132813,-22.5900602372,120.880268846,28.0191702682,-9.15660102375,-18.0318939028,-39.0784163006,-19.3653750086,17.9261460218,70.6384979843,-63.042210584,98.982724176,-5.8364175568,-2.44990402594,85.596188824,11.9167518958,-6.67918658098,18.2456490856,22.9758768815,45.3299529608,-25.497038617,6.3986106936,30.8626115409,-60.6223644461,-27.7804198902,17.3613952151,29.3446872554
ukbench00014.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1859.39389844,-130.897160382,1858.07310938,2020.24495312,-104.630493355,137.11134634,-45.0856247843,214.431120402,-57.5226723608,1893.40563281,2009.97916406,-159.028404508,216.674239523,-65.7260687658,5.9003365259,-18.8652485432,57.1414426187,-89.9409729274,77.6340810722,-125.523028255,2101.97274219,2185.35597656,-204.993525655,-83.9792671886,57.1839896676,75.363484933,-44.1958823747,-12.4272086755,-10.5333773878,-6.63874807021,-32.8386016728,95.5749445548,76.2550897947,-75.0636105619,-284.2161882,2307.31050781,-232.840923145,0.157584984907,75.9230659682,-27.2315605027,-4.50705651505,8.08542860327,-13.6829751408,15.561097716,-17.8210683129,-105.394689741,44.3886447618,136.596701705,53.5374811305,46.8591146568,-27.368938092,-104.849591513,23.5701497256,57.056834814,69.3506542997,-16.5407017071,-10.0196556307,-70.3218522531,-18.604195713,7.74366263258,116.581355467,18.3542274521,37.5122305665,-21.1705399341
1,2025.71009375,-13.4405665816,1991.77157031,1959.63353125,-6.80001298639,22.9601302151,-5.53556060708,33.7065189253,0.0193132392428,1857.35989844,1831.71291406,-36.3532266253,45.2355403713,-6.6632466297,2.90381133675,-3.30823205003,7.67876532331,-4.69770945614,30.8849512801,-21.3564822909,1864.8691875,1918.85890625,-27.1462730126,-0.149239108767,10.5455609461,15.3883781799,-7.02519538272,-0.972072215731,-1.737929387,-0.692083488262,-5.64656777832,31.0634936839,17.1345519677,-5.00815533071,-35.708768099,2002.14020312,-59.9047847628,-30.4486748918,1.68549327035,-15.8293531706,1.79746936283,-3.87933459634,-1.72033561313,11.8038300004,-6.65025680513,-26.3521131438,1.01864256102,43.8978025876,-14.7674536538,58.3229671624,47.3457266508,-16.5426312937,2.74124068831,11.2458839705,12.6929737202,17.4278008378,-52.4972749316,33.5803132133,-31.2134547898,-6.31290061456,49.2062636731,57.1702808516,-1.01837259991,33.1912163052
2,2059.92703125,12.6537753242,2126.05232031,2181.92215625,12.1300034524,-16.378425251,1.366133579,-39.1308127316,25.3266991275,2484.98039844,2595.41947656,107.771063417,-57.2222149693,-0.839542428075,-1.64633241184,1.84781440842,-5.35811820726,-25.1916603139,-60.7069843141,16.86073494,2440.58771875,2406.07096875,117.285544114,14.7254610406,-39.7321391369,-17.7659142462,4.97108528559,0.312259537696,1.51836302647,3.2483828162,14.4785516872,-53.7771666607,-10.2579428925,16.0100960511,199.859519538,2230.63448438,97.8918863999,21.7171263226,-65.5075853197,71.2596415731,-6.45144661439,6.03584015477,1.72881804611,-14.6998886258,3.17773173703,70.4582014214,50.908141663,-195.575046417,0.0233423659648,-109.991538032,-39.4004096924,34.1992823354,-55.4628560571,-19.4293319663,-81.2800300091,-35.1807636,33.6436386257,-14.2667079512,38.7175582037,16.9573685107,-131.815243024,-91.5398229807,-7.10983362238,-64.9362560372
ukbench00015.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1820.04774219,-238.731036403,1977.86190625,1932.16075,-169.032667463,-76.1399154214,101.748288701,-187.54059817,69.8442561517,1840.65317187,2075.52240625,242.507879766,76.2210593921,-20.801882085,27.673767406,-21.8767709262,-51.1779470942,75.2024759004,158.97209968,274.506049378,2209.57959375,2725.15238281,180.65360118,-54.3749024672,71.1418397717,-35.5720562392,10.0180238164,-13.7627011705,3.40571246443,37.224076475,-12.272511645,83.5313306052,6.7701047906,-14.1319879032,78.721851978,2779.22725781,106.479483938,120.261726437,-97.3611588121,28.1560418521,139.947612496,-11.5553004317,16.7443136204,-18.2906609315,14.2007705485,25.9462634341,-115.06613858,29.9190457379,29.6416746768,32.0903371366,-42.4816772098,-23.7647782167,113.040357416,1.54187184578,-31.8167084099,-18.3658950273,30.0389438427,-31.9806001306,-9.96615350838,9.59277522756,-50.654570253,-23.4515781425,2.28681024638,-5.69521120109
